,Title,IMDB Score,Genre,Poster
207,Bite Size (2014),6,Documentary|Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjk3MDUzMzM3Nl5BMl5BanBnXkFtZTgwNjQ1NDI0NDE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
208,Snayper. Oruzhie vozmezdiya,6.7,Action|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDFhOTlkYzItYWJmMC00MWVmLTkzMDctMjE5ODk1ZmUzNDRmXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UY268_CR15,0,182,268_AL_.jpg"""
209,The Twin (1984),6.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MDY4MjYzOF5BMl5BanBnXkFtZTcwOTU5MDQyMg@@._V1_UY268_CR5,0,182,268_AL_.jpg"""
210,Les coquillettes (2012),4.8,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzI2NzUzNGYtNjUwNC00MWFjLTk0MDktZDcxYzZkMmQ1YWJjL2ltYWdlXkEyXkFqcGdeQXVyMjM5NDY1OA@@._V1_UY268_CR9,0,182,268_AL_.jpg"""
211,La vie au ranch (2009),5.4,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2UzMmUzMzUtZTlhNy00OTY2LWI4MWMtNmFiYzNiZGIwYmFjXkEyXkFqcGdeQXVyMjE4MTIyNDI@._V1_UY268_CR10,0,182,268_AL_.jpg"""
212,An American in Rome (1954),7.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDAzMWRmMDctMmEzNi00NTQzLTg5MGQtNDg0ZDM1NmFmNTBkXkEyXkFqcGdeQXVyMDcxNzA5MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
213,Copacabana Palace (1962),5.4,Drama|Adventure|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTZlYjBlOTctMWJiMi00YjRiLWIzMTEtNGZiMTljYmRmMDY4XkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_UY268_CR2,0,182,268_AL_.jpg"""
214,Two Colonels (1963),7.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjNhZWNkZTMtOGI0NS00ZGVjLTlkY2UtYzVkODk5NTZjZTk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UY268_CR9,0,182,268_AL_.jpg"""
215,La feldmarescialla (1967),5,Comedy|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NDA5NjczMF5BMl5BanBnXkFtZTgwMDk0MTUxODE@._V1_UY268_CR9,0,182,268_AL_.jpg"""
216,The Knock Out Cop (1973),6.8,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMTQ0MzAwNl5BMl5BanBnXkFtZTcwNTEyNDMzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
217,Flatfoot in Hong Kong (1975),6.4,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNzk4NDkxMF5BMl5BanBnXkFtZTcwOTkxNDMzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
218,Piedone l'africano (1978),6.3,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NTc1MzMzNl5BMl5BanBnXkFtZTcwNTAyNDMzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
219,The Antics Roadshow (2011),6.9,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MDU2NDM5MV5BMl5BanBnXkFtZTgwMzEyNjA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"""
220,Jig (2011),6.7,Documentary|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNTQ3NjIxNl5BMl5BanBnXkFtZTcwNjYyMTE0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
221,Eco-Pirate: The Story of Paul Watson (2011),7.9,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3NDgyODc3OTZeQTJeQWpwZ15BbWU3MDg0MzY2MTc@._V1_UY268_CR7,0,182,268_AL_.jpg"""
222,The Last White Knight (2012),7.3,Documentary|Biography|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjkwYzE1ZGQtYmM2Yi00OTQ5LWJhNzctZGFiNGFjNmIwMjY1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"""
223,Le m̩tis de Dieu (2013),6.5,Biography,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMzUzMzMzNl5BMl5BanBnXkFtZTgwMzk4MTAwMTE@._V1_UY268_CR4,0,182,268_AL_.jpg"""
224,Khab-e talkh (2004),7.2,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwY2RjNWUtODVhMS00MjgzLWI1OTQtNDVlYzQ4OWExZTdjXkEyXkFqcGdeQXVyMzMzMzc3NjY@._V1_UY268_CR3,0,182,268_AL_.jpg"""
225,Impact,5.6,Action|Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MDY4NjM5N15BMl5BanBnXkFtZTcwMzc3NTY1Mg@@._V1_UY268_CR4,0,182,268_AL_.jpg"""
226,Mercenaries (2011),3.6,Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5ODQ5MTI4Nl5BMl5BanBnXkFtZTcwNDAwMzQ1Ng@@._V1_UY268_CR9,0,182,268_AL_.jpg"""
227,Nanny Cam (2014),5.6,Drama|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNzQ1MjY0MF5BMl5BanBnXkFtZTgwNTg4OTI1NDE@._V1_UY268_CR9,0,182,268_AL_.jpg"""
228,The Secret Life of Pets (2016),6.6,Animation|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
229,Underground (1976),6.7,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWI5ZGYxZTAtZTBkYS00YjI4LTg4YjYtNTlmOGUxZTEzZDgxXkEyXkFqcGdeQXVyMjE5MzM3MjA@._V1_UY268_CR1,0,182,268_AL_.jpg"""
230,The Skeleton Dance (1929),7.8,Animation|Family|Short,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NTM5NjQ5OF5BMl5BanBnXkFtZTgwMjQ0NzkxMjE@._V1_UY268_CR3,0,182,268_AL_.jpg"""
231,ACAB - All Cops Are Bastards (2012),6.6,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NDg4MDg0OF5BMl5BanBnXkFtZTcwNzM2NjU2Nw@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
232,Frankenstein vs. The Mummy (2015),3.9,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzYyNzMxODQxNl5BMl5BanBnXkFtZTgwMzIxMDEwNDE@._V1_UY268_CR4,0,182,268_AL_.jpg"""
233,Alien vs. Ninja (2010),4.3,Action|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BODk2NjEzNDkzNV5BMl5BanBnXkFtZTcwNTc2Mjg3NA@@._V1_UY268_CR6,0,182,268_AL_.jpg"""
234,Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005),8.3,Animation|Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzA0YzA5MDEtNzFmMi00Nzc5LTk1YWQtNzlhYTEyNDVkNjM5XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY268_CR4,0,182,268_AL_.jpg"""
235,Pablo (2012),6.9,Animation|Biography,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNTMzNzU5OV5BMl5BanBnXkFtZTcwMDg4NDkyNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
236,All the Wilderness (2014),5.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5MTU3NTE5NV5BMl5BanBnXkFtZTgwMDA3NjkwNDE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
237,Walking the Camino: Six Ways to Santiago (2013),7.3,Documentary|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4ODIyNTc4Ml5BMl5BanBnXkFtZTgwMTg0ODM3MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
238,Evil Behind You (2006),1.7,Action|Comedy|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMDM5NzU4Nl5BMl5BanBnXkFtZTcwMjkxMTQzMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"""
239,Senior Project (2014),6,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTE1MTM3NjUxM15BMl5BanBnXkFtZTgwMjExOTYzNDE@._V1_UY268_CR1,0,182,268_AL_.jpg"""
240,Les gazelles (2014),5.5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTQzMjI4NV5BMl5BanBnXkFtZTgwMjI1OTUwNDE@._V1_UY268_CR9,0,182,268_AL_.jpg"""
241,Obsessed (2002),5.7,Drama|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NjM1NTAwNV5BMl5BanBnXkFtZTcwMDE3MDcyMQ@@._V1_UY268_CR25,0,182,268_AL_.jpg"""
242,The Emperor's New Clothes (2015),7,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwNTM4NTA2M15BMl5BanBnXkFtZTgwODczMTgyNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
243,Belyy tigr (2012),6.1,Action|Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDZjNTA0YmItMTA2OC00YTY4LWE4ZTQtYjIwMmU0ZTNmZDgxL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UY268_CR0,0,182,268_AL_.jpg"""
244,Guardian (2001),3.9,Action|Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NDY2Mjc1MF5BMl5BanBnXkFtZTcwMzA3NTYxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
245,Mom's Got a Date with a Vampire (2000),5.9,Comedy|Family|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMTEyMTM4Nl5BMl5BanBnXkFtZTgwODQ3NDM0NzE@._V1_UY268_CR9,0,182,268_AL_.jpg"""
246,Love Lies Bleeding (2008),5.8,Action|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NjE3NTQ2Ml5BMl5BanBnXkFtZTcwNDk1NjY4Mw@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
247,Kaakkaa Muttai (2014),8.5,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjI5OGMzY2YtOGY5Yi00M2VlLWFhN2ItYTY1YjRjNDljMDMzXkEyXkFqcGdeQXVyNjUyMzM0OTQ@._V1_UY268_CR7,0,182,268_AL_.jpg"""
248,B.A. Pass (2012),6.5,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NDM4MTQ0M15BMl5BanBnXkFtZTgwNjA5NTM0NDE@._V1_UY268_CR9,0,182,268_AL_.jpg"""
249,Maljukgeori janhoksa (2004),7.5,Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMzY4MjU2Ml5BMl5BanBnXkFtZTgwNjY5OTQ2MzE@._V1_UY268_CR3,0,182,268_AL_.jpg"""
250,Gabbar is Back (2015),7.3,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjQyMTY1NTc1NV5BMl5BanBnXkFtZTgwODUzMDIyNTE@._V1_UY268_CR2,0,182,268_AL_.jpg"""
251,O Menino e o Mundo (2013),7.6,Animation|Adventure|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MTAwODg1NF5BMl5BanBnXkFtZTgwMTUyMDQyNzE@._V1_UY268_CR0,0,182,268_AL_.jpg"""
252,Little Boy (2015),7.4,Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MjMyODcxMF5BMl5BanBnXkFtZTgwMzIwMDM2NDE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
253,Do You Believe? (2015),6.1,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MzAxMjUyMl5BMl5BanBnXkFtZTgwNDk1OTMwNDE@._V1_UY268_CR12,0,182,268_AL_.jpg"""
254,A Deadly Adoption (2015),5.2,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTU1MzMxMDgtNmJkMC00ZjEwLTgyZWUtMjY3ZjQ4Mzk5YTJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR10,0,182,268_AL_.jpg"""
255,Buster and Billie (1974),6.9,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NzM2MzQ5Nl5BMl5BanBnXkFtZTcwNjUwNzYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
256,Three Wishes for Cinderella (1973),7.9,Drama|Fantasy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NDEyNDM4NF5BMl5BanBnXkFtZTcwMzM2MzQyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"""
257,Rhythm Is It! (2004),7.9,Documentary|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NDQ3Mjc1NF5BMl5BanBnXkFtZTcwODYwNTE5Mg@@._V1_UY268_CR13,0,182,268_AL_.jpg"""
258,Video Violence (1987),5.3,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTkxMjY2MV5BMl5BanBnXkFtZTcwNDM1MzI0MQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"""
259,Self/less (2015),6.5,Action|Mystery|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MTQzNzAxMl5BMl5BanBnXkFtZTgwNjg4MjcxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
260,Mythica: A Quest for Heroes (2014),6.5,Action|Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzkwMjg3Ml5BMl5BanBnXkFtZTgwNzUwMjQxNTE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
261,Alex Holeh Ahavah (1986),7.1,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmFkOTYwNzAtN2M4My00YjViLWE2MWMtMjYzY2MwODViZjllXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR6,0,182,268_AL_.jpg"""
262,Behind the Camera: The Unauthorized Story of Mork & Mindy (2005),6.7,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDQxODQ5OV5BMl5BanBnXkFtZTcwMTE2NzgyMQ@@._V1_UY268_CR16,0,182,268_AL_.jpg"""
263,Escape from Sobibor (1987),7.5,Drama|History|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDA5NTQ1M15BMl5BanBnXkFtZTcwNjIzMzU1MQ@@._V1_UY268_CR43,0,182,268_AL_.jpg"""
264,Criminal (2016),6.3,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0ODc4Mzk2OF5BMl5BanBnXkFtZTgwNDk2MDkyODE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
265,The Last Witch Hunter (2015),6,Action|Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5Njk5MzYzM15BMl5BanBnXkFtZTgwNzM1Mjk4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
266,Krampus (2015),6.2,Comedy|Fantasy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjk0MjMzMTI3NV5BMl5BanBnXkFtZTgwODEyODkxNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
267,Suicide Squad (2016),6.3,Action|Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
268,Noodle (2007),7.4,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmE4ZjJlOTQtNzI2OS00YWNkLWI2YzgtMzBlMWFmZWVkZjFkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR2,0,182,268_AL_.jpg"""
269,Ardennes Fury (2014),2.2,Action|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzODQ0MjEwMjZeQTJeQWpwZ15BbWU4MDQ4MzUzNDIx._V1_UY268_CR4,0,182,268_AL_.jpg"""
270,The Misfit Brigade (1987),6.1,Action|Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyODgzOTEyNTNeQTJeQWpwZ15BbWU3MDg0NjI4ODQ@._V1_UX182_CR0,0,182,268_AL_.jpg"""
271,Tajemnica Westerplatte (2013),4.9,Drama|History|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNjA2OTE0MF5BMl5BanBnXkFtZTgwNjI0NTA2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"""
272,Childish Games (2012),5.5,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWI2YzgwOTMtN2U3ZC00MGE4LWJlNjgtY2ZiY2QzOGUwZTMwXkEyXkFqcGdeQXVyMjc1NjE1MzM@._V1_UY268_CR2,0,182,268_AL_.jpg"""
273,La vida loca (2008),6.8,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2OTMwNTI4N15BMl5BanBnXkFtZTgwNDg5NTAzMTE@._V1_UY268_CR4,0,182,268_AL_.jpg"""
274,Bluffmaster! (2005),6.7,Comedy|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MDE3NTQ1Nl5BMl5BanBnXkFtZTgwNzg0MDA4MDE@._V1_UY268_CR3,0,182,268_AL_.jpg"""
275,De behandeling (2014),7.2,Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2OTExMjExMV5BMl5BanBnXkFtZTgwODI3NjY5MDE@._V1_UY268_CR3,0,182,268_AL_.jpg"""
276,Civilization (1915),6.2,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNTIxMjE5N15BMl5BanBnXkFtZTgwODc1Mjg1MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
277,The Loretta Claiborne Story,6.9,Animation|Action|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MTU0NTQ4NV5BMl5BanBnXkFtZTcwMzUyMzIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
278,Independence Day: Resurgence (2016),5.3,Action|Adventure|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMTg5MTg4OV5BMl5BanBnXkFtZTgwMzkzMjY5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
279,Star Trek Beyond (2016),7.1,Action|Adventure|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BODgzN2E1YjctODg5Yi00YzYwLWJjZjAtNDg2MGE2Y2MyYjBmXkEyXkFqcGdeQXVyNjM1MTQ0NTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"""
280,Frank Capra's American Dream (1997),7.4,Documentary|Biography,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjE3OTUyN15BMl5BanBnXkFtZTcwMzI0NTcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
281,Tunnel Vision (1976),5,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0ODUzMDU5MF5BMl5BanBnXkFtZTcwNjgzMDEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
282,Yong zhe wu ju (1981),7.5,Action|Comedy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MzU2MTU4NF5BMl5BanBnXkFtZTYwOTgyMzg4._V1_UX182_CR0,0,182,268_AL_.jpg"""
283,Cabin by the Lake (2000),5.7,Comedy|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NzI4ODU1Nl5BMl5BanBnXkFtZTcwMzIzMDMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
284,Bhoot (2003),6.5,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWU3MDY0OTUtNGY3Mi00MDI0LWE2MGItYWQ2ZWQ1YTkzZTc3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR0,0,182,268_AL_.jpg"""
285,Pizza (2012),8,Horror|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM3MzA2MDk4NV5BMl5BanBnXkFtZTgwNzM2ODczMDE@._V1_UY268_CR16,0,182,268_AL_.jpg"""
286,Raat (1992),7.2,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDNmNmYyOGItM2Q4Ny00NDFlLTk4N2UtOTZkMjQ4NjVmMzRlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR17,0,182,268_AL_.jpg"""
287,1920 (2008),6.4,Drama|Horror|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMjg3MTkxOV5BMl5BanBnXkFtZTgwNjY4NzYxNTE@._V1_UY268_CR9,0,182,268_AL_.jpg"""
288,Darna Zaroori Hai (2006),5.4,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGJiZWE2ZmUtNzNmMC00ZmQ2LWIxODYtMWM0ZGVhMzM2OWJhXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR5,0,182,268_AL_.jpg"""
289,Darna Mana Hai (2003),6.3,Adventure|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0Njk4NTQyM15BMl5BanBnXkFtZTcwNzg2ODgzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
290,Spooky Encounters (1980),7.1,Action|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODcxODc1OV5BMl5BanBnXkFtZTcwOTAwNTA0MQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"""
291,High Lane (2009),5.6,Adventure|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTQ3NDM0MjEtN2Y5Yi00OWY5LWI1ZjktYmE3NjQyMjZkYTNkXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_UY268_CR4,0,182,268_AL_.jpg"""
292,The Echo (2008),5.7,Drama|Horror|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2Q0NGQ1ZTctOWFmMy00M2ExLTk5MGItNGU1YjI5ZWFkYTc2XkEyXkFqcGdeQXVyNjUzOTA0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
293,Rockstar (2011),7.6,Drama|Music|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTc3NzAxMjg4M15BMl5BanBnXkFtZTcwMDc2ODQwNw@@._V1_UY268_CR9,0,182,268_AL_.jpg"""
294,Rock On!! (2008),7.8,Drama|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjIwODc4N15BMl5BanBnXkFtZTcwMDgwMzM4MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"""
295,Time Share (2000),5.8,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDkyNTkyMzQ4N15BMl5BanBnXkFtZTcwODcxMzMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
296,The Policeman (1971),7.6,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzE0NDRmNjUtNDhiOC00YmU4LTlkN2YtNDZmY2Y3M2I3YTAwXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"""
297,Sidekick (2005),5.5,Fantasy|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NjQ3NjEwNV5BMl5BanBnXkFtZTcwMDUzMzgzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"""
298,Rabies (2010),5.9,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNjI4MjA1OV5BMl5BanBnXkFtZTcwMzU5ODI3NA@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
299,All In (2006),3.7,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MDIxODgyOV5BMl5BanBnXkFtZTcwMzY0MTUwMg@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
300,Vig (1998),5.8,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNDgyMzQ2Nl5BMl5BanBnXkFtZTcwMDc1NjkxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"""
301,Snabba cash - Livet deluxe (2013),6.2,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjE3MDUwMDA2OF5BMl5BanBnXkFtZTgwODQxMDEwMDE@._V1_UY268_CR3,0,182,268_AL_.jpg"""
302,Deepsea Challenge 3D (2014),6.8,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5Mjk0NTY3MV5BMl5BanBnXkFtZTgwMjI0OTIxMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
303,The Fluffy Movie: Unity Through Laughter (2014),7.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxOTUzODE5NF5BMl5BanBnXkFtZTgwMDA0MDIxMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"""
304,Final Girl (2015),4.7,Action|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3Mjk5NDU3NF5BMl5BanBnXkFtZTgwNjU3MTU1NjE@._V1_UY268_CR4,0,182,268_AL_.jpg"""
305,Debug (2014),4.3,Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1MzYzODgwMV5BMl5BanBnXkFtZTgwMTAzMDU3NTE@._V1_UY268_CR4,0,182,268_AL_.jpg"""
306,Zohi Sdom (2010),6.5,Comedy|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTlmZWEzNGItZTNiOS00NjQ5LWExZDEtZDBmYWM2YTE4ZWQ2XkEyXkFqcGdeQXVyNjQ1Njg0NDY@._V1_UY268_CR4,0,182,268_AL_.jpg"""
307,Three Wise Guys (2005),5.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwODYxMjE2M15BMl5BanBnXkFtZTcwNTY0MzkzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"""
308,Run (2013),4.7,Action|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NTY4MzQ0NF5BMl5BanBnXkFtZTgwNjA4MTAwMTE@._V1_UY268_CR9,0,182,268_AL_.jpg"""
309,Le cactus (2005),5.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjU0YzU3ODEtMzQ1OS00YjI2LWJmYzUtYzg3NmU4NWI4ZTQ1XkEyXkFqcGdeQXVyNDQxODM5NDE@._V1_UY268_CR8,0,182,268_AL_.jpg"""
